LAST SEEN   TYPE      REASON                         OBJECT                                                   MESSAGE
10m         Normal    Created                        pod/aituan-hpa-load-1788350998-clh4w                     Container created
10m         Normal    Started                        pod/aituan-hpa-load-1788350998-clh4w                     Container started
9m48s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-pzvks
9m48s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-6fzd4
9m48s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-pzvks            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m47s       Normal    Created                        pod/merchant-catalog-service-568bf45885-6fzd4            Container created
9m47s       Normal    Started                        pod/merchant-catalog-service-568bf45885-6fzd4            Container started
9m47s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-6fzd4            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m47s       Normal    Created                        pod/merchant-catalog-service-568bf45885-pzvks            Container created
9m47s       Normal    Created                        pod/merchant-catalog-service-568bf45885-6fzd4            Container created
9m47s       Normal    Started                        pod/merchant-catalog-service-568bf45885-pzvks            Container started
9m47s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-pzvks            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m47s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-6fzd4            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m47s       Normal    Created                        pod/merchant-catalog-service-568bf45885-pzvks            Container created
9m46s       Normal    Started                        pod/merchant-catalog-service-568bf45885-pzvks            Container started
9m46s       Normal    Started                        pod/merchant-catalog-service-568bf45885-6fzd4            Container started
9m34s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-zwk58
9m34s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-ldmqm
9m33s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-gbrsc
9m33s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-tffdj
9m33s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-s575d
9m33s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-6dr48
9m32s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-ldmqm                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m32s       Normal    Started                        pod/api-gateway-7ddddc4f8f-ldmqm                         Container started
9m32s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-6dr48         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m32s       Normal    Started                        pod/api-gateway-7ddddc4f8f-zwk58                         Container started
9m32s       Normal    Created                        pod/api-gateway-7ddddc4f8f-zwk58                         Container created
9m32s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-zwk58                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m32s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-6dr48         Container created
9m32s       Normal    Created                        pod/api-gateway-7ddddc4f8f-ldmqm                         Container created
9m32s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-s575d         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m31s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-cmvxf
9m31s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-6dr48         Container started
9m31s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-6dr48         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m31s       Normal    Pulled                         pod/identity-asset-service-8648977489-gbrsc              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m31s       Normal    Created                        pod/identity-asset-service-8648977489-gbrsc              Container created
9m31s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-s575d         Container created
9m31s       Normal    Pulled                         pod/identity-asset-service-8648977489-tffdj              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m31s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-s575d         Container started
9m31s       Normal    Started                        pod/identity-asset-service-8648977489-gbrsc              Container started
9m31s       Normal    Pulled                         pod/identity-asset-service-8648977489-gbrsc              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m31s       Normal    Started                        pod/identity-asset-service-8648977489-tffdj              Container started
9m31s       Normal    Created                        pod/identity-asset-service-8648977489-tffdj              Container created
9m31s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-xdjb7
9m31s       Normal    Pulled                         pod/identity-asset-service-8648977489-tffdj              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m31s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-s575d         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m30s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-s575d         Container started
9m30s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-s575d         Container created
9m30s       Normal    Started                        pod/identity-asset-service-8648977489-gbrsc              Container started
9m30s       Normal    Created                        pod/identity-asset-service-8648977489-gbrsc              Container created
9m30s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-6dr48         Container created
9m30s       Normal    Created                        pod/identity-asset-service-8648977489-tffdj              Container created
9m30s       Normal    Started                        pod/identity-asset-service-8648977489-tffdj              Container started
9m30s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-6dr48         Container started
9m29s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container started
9m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m29s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container created
9m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m29s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container created
9m29s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container started
9m28s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container created
9m28s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-xdjb7            Container started
9m28s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container created
9m28s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-cmvxf            Container started
9m19s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-79wtx
9m18s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-wxtjh
9m18s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-fhj5l
9m18s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-f9z8f
9m17s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-f9z8f            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m17s       Normal    Created                        pod/api-gateway-7ddddc4f8f-79wtx                         Container created
9m17s       Normal    Created                        pod/merchant-catalog-service-568bf45885-f9z8f            Container created
9m17s       Normal    Created                        pod/identity-asset-service-8648977489-wxtjh              Container created
9m17s       Normal    Started                        pod/api-gateway-7ddddc4f8f-79wtx                         Container started
9m17s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-fhj5l         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m17s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-79wtx                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m17s       Normal    Pulled                         pod/identity-asset-service-8648977489-wxtjh              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m17s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-fhj5l         Container created
9m16s       Normal    Started                        pod/identity-asset-service-8648977489-wxtjh              Container started
9m16s       Normal    Started                        pod/merchant-catalog-service-568bf45885-f9z8f            Container started
9m16s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-lp8w6
9m16s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-fhj5l         Container started
9m15s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-fhj5l         Container started
9m15s       Normal    Created                        pod/identity-asset-service-8648977489-wxtjh              Container created
9m15s       Normal    Pulled                         pod/identity-asset-service-8648977489-wxtjh              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m15s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
9m15s       Normal    Started                        pod/merchant-catalog-service-568bf45885-f9z8f            Container started
9m15s       Normal    Created                        pod/merchant-catalog-service-568bf45885-f9z8f            Container created
9m15s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container created
9m15s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-f9z8f            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m15s       Normal    Started                        pod/identity-asset-service-8648977489-wxtjh              Container started
9m15s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-fhj5l         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m15s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container started
9m15s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-fhj5l         Container created
9m14s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container created
9m14s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container started
9m14s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-lp8w6            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
9m8s        Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-6fzd4            Startup probe failed: Get "http://10.42.0.182:8082/actuator/health": dial tcp 10.42.0.182:8082: connect: connection refused
9m8s        Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-pzvks            Startup probe failed: Get "http://10.42.0.181:8082/actuator/health": dial tcp 10.42.0.181:8082: connect: connection refused
8m20s       Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-cmvxf            Startup probe failed: Get "http://10.42.0.190:8083/actuator/health": dial tcp 10.42.0.190:8083: connect: connection refused
8m20s       Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-xdjb7            Startup probe failed: Get "http://10.42.0.189:8083/actuator/health": dial tcp 10.42.0.189:8083: connect: connection refused
8m17s       Warning   Unhealthy                      pod/identity-asset-service-8648977489-tffdj              Startup probe failed: Get "http://10.42.0.187:8081/actuator/health": dial tcp 10.42.0.187:8081: connect: connection refused
8m13s       Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-6dr48         Startup probe failed: Get "http://10.42.0.185:8084/actuator/health": dial tcp 10.42.0.185:8084: connect: connection refused
8m12s       Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-s575d         Startup probe failed: Get "http://10.42.0.186:8084/actuator/health": dial tcp 10.42.0.186:8084: connect: connection refused
8m12s       Warning   Unhealthy                      pod/identity-asset-service-8648977489-gbrsc              Startup probe failed: Get "http://10.42.0.188:8081/actuator/health": dial tcp 10.42.0.188:8081: connect: connection refused
8m6s        Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-lp8w6            Startup probe failed: Get "http://10.42.0.195:8083/actuator/health": dial tcp 10.42.0.195:8083: connect: connection refused
8m3s        Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-zwk58                         Startup probe failed: Get "http://10.42.0.183:8080/actuator/health": dial tcp 10.42.0.183:8080: connect: connection refused
8m3s        Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-ldmqm                         Startup probe failed: Get "http://10.42.0.184:8080/actuator/health": dial tcp 10.42.0.184:8080: connect: connection refused
8m3s        Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-fhj5l         Startup probe failed: Get "http://10.42.0.192:8084/actuator/health": dial tcp 10.42.0.192:8084: connect: connection refused
8m2s        Warning   Unhealthy                      pod/identity-asset-service-8648977489-wxtjh              Startup probe failed: Get "http://10.42.0.194:8081/actuator/health": dial tcp 10.42.0.194:8081: connect: connection refused
8m2s        Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-f9z8f            Startup probe failed: Get "http://10.42.0.193:8082/actuator/health": dial tcp 10.42.0.193:8082: connect: connection refused
7m58s       Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-79wtx                         Startup probe failed: Get "http://10.42.0.191:8080/actuator/health": dial tcp 10.42.0.191:8080: connect: connection refused
7m52s       Warning   Unhealthy                      pod/identity-asset-service-8648977489-tffdj              Readiness probe failed: Get "http://10.42.0.187:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m1s        Normal    Completed                      job/aituan-hpa-load-1788350998                           Job completed
4m48s       Normal    SuccessfulDelete               replicaset/api-gateway-7ddddc4f8f                        Deleted pod: api-gateway-7ddddc4f8f-79wtx
4m48s       Normal    SuccessfulDelete               replicaset/engagement-platform-service-7b6df4855b        Deleted pod: engagement-platform-service-7b6df4855b-s575d
4m48s       Normal    Killing                        pod/api-gateway-7ddddc4f8f-79wtx                         Stopping container api-gateway
4m48s       Normal    Killing                        pod/engagement-platform-service-7b6df4855b-s575d         Stopping container engagement-platform-service
4m48s       Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 3; reason: All metrics below target
4m48s       Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled down replica set api-gateway-7ddddc4f8f from 4 to 3
4m48s       Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled down replica set engagement-platform-service-7b6df4855b from 4 to 3
4m48s       Normal    SuccessfulRescale              horizontalpodautoscaler/engagement-platform-service      New size: 3; reason: All metrics below target
4m46s       Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-79wtx                         Readiness probe failed: Get "http://10.42.0.191:8080/actuator/health": dial tcp 10.42.0.191:8080: connect: connection refused
4m33s       Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled down replica set api-gateway-7ddddc4f8f from 3 to 2
4m33s       Normal    SuccessfulDelete               replicaset/merchant-catalog-service-568bf45885           Deleted pod: merchant-catalog-service-568bf45885-pzvks
4m33s       Normal    SuccessfulDelete               replicaset/api-gateway-7ddddc4f8f                        Deleted pod: api-gateway-7ddddc4f8f-zwk58
4m33s       Normal    Killing                        pod/merchant-catalog-service-568bf45885-f9z8f            Stopping container merchant-catalog-service
4m33s       Normal    SuccessfulDelete               replicaset/merchant-catalog-service-568bf45885           Deleted pod: merchant-catalog-service-568bf45885-f9z8f
4m33s       Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled down replica set merchant-catalog-service-568bf45885 from 4 to 2
4m33s       Normal    Killing                        pod/engagement-platform-service-7b6df4855b-6dr48         Stopping container engagement-platform-service
4m33s       Normal    SuccessfulRescale              horizontalpodautoscaler/merchant-catalog-service         New size: 2; reason: All metrics below target
4m33s       Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 2; reason: All metrics below target
4m33s       Normal    SuccessfulDelete               replicaset/engagement-platform-service-7b6df4855b        Deleted pod: engagement-platform-service-7b6df4855b-6dr48
4m33s       Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled down replica set engagement-platform-service-7b6df4855b from 3 to 2
4m33s       Normal    SuccessfulRescale              horizontalpodautoscaler/engagement-platform-service      New size: 2; reason: All metrics below target
4m33s       Normal    Killing                        pod/api-gateway-7ddddc4f8f-zwk58                         Stopping container api-gateway
4m33s       Normal    Killing                        pod/merchant-catalog-service-568bf45885-pzvks            Stopping container merchant-catalog-service
4m32s       Normal    SuccessfulDelete               replicaset/identity-asset-service-8648977489             Deleted pod: identity-asset-service-8648977489-gbrsc
4m32s       Normal    Killing                        pod/identity-asset-service-8648977489-gbrsc              Stopping container identity-asset-service
4m32s       Normal    SuccessfulDelete               replicaset/identity-asset-service-8648977489             Deleted pod: identity-asset-service-8648977489-wxtjh
4m32s       Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled down replica set identity-asset-service-8648977489 from 4 to 2
4m32s       Normal    SuccessfulRescale              horizontalpodautoscaler/identity-asset-service           New size: 2; reason: All metrics below target
4m32s       Normal    Killing                        pod/identity-asset-service-8648977489-wxtjh              Stopping container identity-asset-service
4m31s       Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled down replica set trade-fulfillment-service-57cc4f96c from 4 to 2
4m31s       Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-57cc4f96c           Deleted pod: trade-fulfillment-service-57cc4f96c-xdjb7
4m31s       Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-57cc4f96c           Deleted pod: trade-fulfillment-service-57cc4f96c-cmvxf
4m31s       Normal    Killing                        pod/trade-fulfillment-service-57cc4f96c-cmvxf            Stopping container trade-fulfillment-service
4m31s       Normal    Killing                        pod/trade-fulfillment-service-57cc4f96c-xdjb7            Stopping container trade-fulfillment-service
4m31s       Normal    SuccessfulRescale              horizontalpodautoscaler/trade-fulfillment-service        New size: 2; reason: All metrics below target
4m18s       Normal    SuccessfulRescale              horizontalpodautoscaler/engagement-platform-service      New size: 1; reason: All metrics below target
4m18s       Normal    SuccessfulDelete               replicaset/engagement-platform-service-7b6df4855b        Deleted pod: engagement-platform-service-7b6df4855b-fhj5l
4m18s       Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled down replica set engagement-platform-service-7b6df4855b from 2 to 1
4m18s       Normal    Killing                        pod/engagement-platform-service-7b6df4855b-fhj5l         Stopping container engagement-platform-service
4m3s        Normal    Killing                        pod/api-gateway-7ddddc4f8f-ldmqm                         Stopping container api-gateway
4m3s        Normal    SuccessfulDelete               replicaset/merchant-catalog-service-568bf45885           Deleted pod: merchant-catalog-service-568bf45885-6fzd4
4m3s        Normal    Killing                        pod/merchant-catalog-service-568bf45885-6fzd4            Stopping container merchant-catalog-service
4m3s        Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled down replica set merchant-catalog-service-568bf45885 from 2 to 1
4m3s        Normal    SuccessfulDelete               replicaset/api-gateway-7ddddc4f8f                        Deleted pod: api-gateway-7ddddc4f8f-ldmqm
4m3s        Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled down replica set api-gateway-7ddddc4f8f from 2 to 1
4m3s        Normal    SuccessfulRescale              horizontalpodautoscaler/merchant-catalog-service         New size: 1; reason: All metrics below target
4m3s        Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 1; reason: All metrics below target
4m2s        Normal    Killing                        pod/identity-asset-service-8648977489-tffdj              Stopping container identity-asset-service
4m2s        Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled down replica set identity-asset-service-8648977489 from 2 to 1
4m2s        Normal    SuccessfulDelete               replicaset/identity-asset-service-8648977489             Deleted pod: identity-asset-service-8648977489-tffdj
4m2s        Normal    SuccessfulRescale              horizontalpodautoscaler/identity-asset-service           New size: 1; reason: All metrics below target
4m1s        Normal    SuccessfulDelete               replicaset/trade-fulfillment-service-57cc4f96c           Deleted pod: trade-fulfillment-service-57cc4f96c-lp8w6
4m1s        Normal    SuccessfulRescale              horizontalpodautoscaler/trade-fulfillment-service        New size: 1; reason: All metrics below target
4m1s        Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled down replica set trade-fulfillment-service-57cc4f96c from 2 to 1
4m1s        Normal    Killing                        pod/trade-fulfillment-service-57cc4f96c-lp8w6            Stopping container trade-fulfillment-service
3m12s       Normal    SuccessfulCreate               job/aituan-hpa-load-1788351408                           Created pod: aituan-hpa-load-1788351408-v66s9
3m11s       Normal    Pulled                         pod/aituan-hpa-load-1788351408-v66s9                     Container image "node:24-alpine" already present on machine and can be accessed by the pod
3m11s       Normal    Started                        pod/aituan-hpa-load-1788351408-v66s9                     Container started
3m11s       Normal    Created                        pod/aituan-hpa-load-1788351408-v66s9                     Container created
2m48s       Normal    SuccessfulRescale              horizontalpodautoscaler/merchant-catalog-service         New size: 3; reason: cpu resource utilization (percentage of request) above target
2m48s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-t646w
2m48s       Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled up replica set merchant-catalog-service-568bf45885 from 1 to 3
2m48s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-mjkjh
2m47s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-mjkjh            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m47s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-t2s5t
2m47s       Normal    Created                        pod/merchant-catalog-service-568bf45885-t646w            Container created
2m47s       Normal    SuccessfulRescale              horizontalpodautoscaler/identity-asset-service           New size: 3; reason: cpu resource utilization (percentage of request) above target
2m47s       Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled up replica set identity-asset-service-8648977489 from 1 to 3
2m47s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-rnsgx
2m47s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-t646w            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m46s       Normal    Started                        pod/identity-asset-service-8648977489-t2s5t              Container started
2m46s       Normal    Created                        pod/merchant-catalog-service-568bf45885-mjkjh            Container created
2m46s       Normal    Started                        pod/identity-asset-service-8648977489-rnsgx              Container started
2m46s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-mjkjh            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m46s       Normal    Pulled                         pod/identity-asset-service-8648977489-rnsgx              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m46s       Normal    Started                        pod/merchant-catalog-service-568bf45885-mjkjh            Container started
2m46s       Normal    Started                        pod/merchant-catalog-service-568bf45885-t646w            Container started
2m46s       Normal    Pulled                         pod/identity-asset-service-8648977489-t2s5t              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m46s       Normal    Created                        pod/identity-asset-service-8648977489-t2s5t              Container created
2m46s       Normal    Created                        pod/identity-asset-service-8648977489-rnsgx              Container created
2m46s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-t646w            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m45s       Normal    Started                        pod/merchant-catalog-service-568bf45885-t646w            Container started
2m45s       Normal    Started                        pod/merchant-catalog-service-568bf45885-mjkjh            Container started
2m45s       Normal    Created                        pod/merchant-catalog-service-568bf45885-t646w            Container created
2m45s       Normal    Created                        pod/identity-asset-service-8648977489-rnsgx              Container created
2m45s       Normal    Pulled                         pod/identity-asset-service-8648977489-t2s5t              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m45s       Normal    Created                        pod/merchant-catalog-service-568bf45885-mjkjh            Container created
2m45s       Normal    Created                        pod/identity-asset-service-8648977489-t2s5t              Container created
2m45s       Normal    Pulled                         pod/identity-asset-service-8648977489-rnsgx              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m44s       Normal    Started                        pod/identity-asset-service-8648977489-rnsgx              Container started
2m44s       Normal    Started                        pod/identity-asset-service-8648977489-t2s5t              Container started
2m33s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-g4qzm
2m33s       Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 3; reason: cpu resource utilization (percentage of request) above target
2m33s       Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled up replica set engagement-platform-service-7b6df4855b from 1 to 3
2m33s       Normal    SuccessfulRescale              horizontalpodautoscaler/engagement-platform-service      New size: 3; reason: cpu resource utilization (percentage of request) above target
2m33s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-x6qmd
2m33s       Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled up replica set api-gateway-7ddddc4f8f from 1 to 3
2m33s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-tbghr
2m33s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-d9fq4
2m32s       Normal    ScalingReplicaSet              deployment/identity-asset-service                        Scaled up replica set identity-asset-service-8648977489 from 3 to 4
2m32s       Normal    SuccessfulCreate               replicaset/identity-asset-service-8648977489             Created pod: identity-asset-service-8648977489-lbk6h
2m32s       Normal    Started                        pod/api-gateway-7ddddc4f8f-x6qmd                         Container started
2m32s       Normal    ScalingReplicaSet              deployment/merchant-catalog-service                      Scaled up replica set merchant-catalog-service-568bf45885 from 3 to 4
2m32s       Normal    SuccessfulRescale              horizontalpodautoscaler/identity-asset-service           New size: 4; reason: cpu resource utilization (percentage of request) above target
